,age_end,age_start,education_state,ethnicity,mean_value,sex,year_end,year_start
20873,74,73,Highers (Scotland),OAS,0.0,Male,2012,2011
20874,75,74,Highers (Scotland),OAS,0.0,Male,2012,2011
20875,76,75,Highers (Scotland),OAS,0.0,Male,2012,2011
20876,77,76,Highers (Scotland),OAS,0.0,Male,2012,2011
20877,78,77,Highers (Scotland),OAS,0.0,Male,2012,2011
20878,79,78,Highers (Scotland),OAS,0.0,Male,2012,2011
20879,80,79,Highers (Scotland),OAS,0.0,Male,2012,2011
20880,81,80,Highers (Scotland),OAS,0.0,Male,2012,2011
20881,82,81,Highers (Scotland),OAS,0.0,Male,2012,2011
20882,83,82,Highers (Scotland),OAS,0.0,Male,2012,2011
20883,84,83,Highers (Scotland),OAS,0.0,Male,2012,2011
20884,85,84,Highers (Scotland),OAS,0.0,Male,2012,2011
20885,86,85,Highers (Scotland),OAS,0.0,Male,2012,2011
20886,87,86,Highers (Scotland),OAS,0.0,Male,2012,2011
20887,88,87,Highers (Scotland),OAS,0.0,Male,2012,2011
20888,89,88,Highers (Scotland),OAS,0.0,Male,2012,2011
20889,90,89,Highers (Scotland),OAS,0.0,Male,2012,2011
20890,91,90,Highers (Scotland),OAS,0.0,Male,2012,2011
20891,92,91,Highers (Scotland),OAS,0.0,Male,2012,2011
20892,93,92,Highers (Scotland),OAS,0.0,Male,2012,2011
20893,94,93,Highers (Scotland),OAS,0.0,Male,2012,2011
20894,95,94,Highers (Scotland),OAS,0.0,Male,2012,2011
20895,96,95,Highers (Scotland),OAS,0.0,Male,2012,2011
20896,97,96,Highers (Scotland),OAS,0.0,Male,2012,2011
20897,98,97,Highers (Scotland),OAS,0.0,Male,2012,2011
20898,99,98,Highers (Scotland),OAS,0.0,Male,2012,2011
20899,100,99,Highers (Scotland),OAS,0.0,Male,2012,2011
20900,1,0,Highers (Scotland),OAS,0.0,Female,2012,2011
20901,2,1,Highers (Scotland),OAS,0.0,Female,2012,2011
20902,3,2,Highers (Scotland),OAS,0.0,Female,2012,2011
20903,4,3,Highers (Scotland),OAS,0.0,Female,2012,2011
20904,5,4,Highers (Scotland),OAS,0.0,Female,2012,2011
20905,6,5,Highers (Scotland),OAS,0.0,Female,2012,2011
20906,7,6,Highers (Scotland),OAS,0.0,Female,2012,2011
20907,8,7,Highers (Scotland),OAS,0.0,Female,2012,2011
20908,9,8,Highers (Scotland),OAS,0.0,Female,2012,2011
20909,10,9,Highers (Scotland),OAS,0.0,Female,2012,2011
20910,11,10,Highers (Scotland),OAS,0.0,Female,2012,2011
20911,12,11,Highers (Scotland),OAS,0.0,Female,2012,2011
20912,13,12,Highers (Scotland),OAS,0.0,Female,2012,2011
20913,14,13,Highers (Scotland),OAS,0.0,Female,2012,2011
20914,15,14,Highers (Scotland),OAS,5.0,Female,2012,2011
20915,16,15,Highers (Scotland),OAS,3.894003915357025,Female,2012,2011
20916,17,16,Highers (Scotland),OAS,3.032653298563167,Female,2012,2011
20917,18,17,Highers (Scotland),OAS,2.3618327637050736,Female,2012,2011
20918,19,18,Highers (Scotland),OAS,0.0,Female,2012,2011
20919,20,19,Highers (Scotland),OAS,0.0,Female,2012,2011
20920,21,20,Highers (Scotland),OAS,0.0,Female,2012,2011
20921,22,21,Highers (Scotland),OAS,0.0,Female,2012,2011
20922,23,22,Highers (Scotland),OAS,0.0,Female,2012,2011
20923,24,23,Highers (Scotland),OAS,0.0,Female,2012,2011
20924,25,24,Highers (Scotland),OAS,0.0,Female,2012,2011
20925,26,25,Highers (Scotland),OAS,0.0,Female,2012,2011
20926,27,26,Highers (Scotland),OAS,0.0,Female,2012,2011
20927,28,27,Highers (Scotland),OAS,0.0,Female,2012,2011
20928,29,28,Highers (Scotland),OAS,0.0,Female,2012,2011
20929,30,29,Highers (Scotland),OAS,0.0,Female,2012,2011
20930,31,30,Highers (Scotland),OAS,0.0,Female,2012,2011
20931,32,31,Highers (Scotland),OAS,0.0,Female,2012,2011
20932,33,32,Highers (Scotland),OAS,0.0,Female,2012,2011
20933,34,33,Highers (Scotland),OAS,0.0,Female,2012,2011
20934,35,34,Highers (Scotland),OAS,0.0,Female,2012,2011
20935,36,35,Highers (Scotland),OAS,0.0,Female,2012,2011
20936,37,36,Highers (Scotland),OAS,0.0,Female,2012,2011
20937,38,37,Highers (Scotland),OAS,0.0,Female,2012,2011
20938,39,38,Highers (Scotland),OAS,0.0,Female,2012,2011
20939,40,39,Highers (Scotland),OAS,0.0,Female,2012,2011
20940,41,40,Highers (Scotland),OAS,0.0,Female,2012,2011
20941,42,41,Highers (Scotland),OAS,0.0,Female,2012,2011
20942,43,42,Highers (Scotland),OAS,0.0,Female,2012,2011
20943,44,43,Highers (Scotland),OAS,0.0,Female,2012,2011
20944,45,44,Highers (Scotland),OAS,0.0,Female,2012,2011
20945,46,45,Highers (Scotland),OAS,0.0,Female,2012,2011
20946,47,46,Highers (Scotland),OAS,0.0,Female,2012,2011
20947,48,47,Highers (Scotland),OAS,0.0,Female,2012,2011
20948,49,48,Highers (Scotland),OAS,0.0,Female,2012,2011
20949,50,49,Highers (Scotland),OAS,0.0,Female,2012,2011
20950,51,50,Highers (Scotland),OAS,0.0,Female,2012,2011
20951,52,51,Highers (Scotland),OAS,0.0,Female,2012,2011
20952,53,52,Highers (Scotland),OAS,0.0,Female,2012,2011
20953,54,53,Highers (Scotland),OAS,0.0,Female,2012,2011
20954,55,54,Highers (Scotland),OAS,0.0,Female,2012,2011
20955,56,55,Highers (Scotland),OAS,0.0,Female,2012,2011
20956,57,56,Highers (Scotland),OAS,0.0,Female,2012,2011
20957,58,57,Highers (Scotland),OAS,0.0,Female,2012,2011
20958,59,58,Highers (Scotland),OAS,0.0,Female,2012,2011
20959,60,59,Highers (Scotland),OAS,0.0,Female,2012,2011
20960,61,60,Highers (Scotland),OAS,0.0,Female,2012,2011
20961,62,61,Highers (Scotland),OAS,0.0,Female,2012,2011
20962,63,62,Highers (Scotland),OAS,0.0,Female,2012,2011
20963,64,63,Highers (Scotland),OAS,0.0,Female,2012,2011
20964,65,64,Highers (Scotland),OAS,0.0,Female,2012,2011
20965,66,65,Highers (Scotland),OAS,0.0,Female,2012,2011
20966,67,66,Highers (Scotland),OAS,0.0,Female,2012,2011
20967,68,67,Highers (Scotland),OAS,0.0,Female,2012,2011
20968,69,68,Highers (Scotland),OAS,0.0,Female,2012,2011
20969,70,69,Highers (Scotland),OAS,0.0,Female,2012,2011
20970,71,70,Highers (Scotland),OAS,0.0,Female,2012,2011
20971,72,71,Highers (Scotland),OAS,0.0,Female,2012,2011
20972,73,72,Highers (Scotland),OAS,0.0,Female,2012,2011
20973,74,73,Highers (Scotland),OAS,0.0,Female,2012,2011
20974,75,74,Highers (Scotland),OAS,0.0,Female,2012,2011
20975,76,75,Highers (Scotland),OAS,0.0,Female,2012,2011
20976,77,76,Highers (Scotland),OAS,0.0,Female,2012,2011
20977,78,77,Highers (Scotland),OAS,0.0,Female,2012,2011
20978,79,78,Highers (Scotland),OAS,0.0,Female,2012,2011
20979,80,79,Highers (Scotland),OAS,0.0,Female,2012,2011
20980,81,80,Highers (Scotland),OAS,0.0,Female,2012,2011
20981,82,81,Highers (Scotland),OAS,0.0,Female,2012,2011
20982,83,82,Highers (Scotland),OAS,0.0,Female,2012,2011
20983,84,83,Highers (Scotland),OAS,0.0,Female,2012,2011
20984,85,84,Highers (Scotland),OAS,0.0,Female,2012,2011
20985,86,85,Highers (Scotland),OAS,0.0,Female,2012,2011
20986,87,86,Highers (Scotland),OAS,0.0,Female,2012,2011
20987,88,87,Highers (Scotland),OAS,0.0,Female,2012,2011
20988,89,88,Highers (Scotland),OAS,0.0,Female,2012,2011
20989,90,89,Highers (Scotland),OAS,0.0,Female,2012,2011
20990,91,90,Highers (Scotland),OAS,0.0,Female,2012,2011
20991,92,91,Highers (Scotland),OAS,0.0,Female,2012,2011
20992,93,92,Highers (Scotland),OAS,0.0,Female,2012,2011
20993,94,93,Highers (Scotland),OAS,0.0,Female,2012,2011
20994,95,94,Highers (Scotland),OAS,0.0,Female,2012,2011
20995,96,95,Highers (Scotland),OAS,0.0,Female,2012,2011
20996,97,96,Highers (Scotland),OAS,0.0,Female,2012,2011
20997,98,97,Highers (Scotland),OAS,0.0,Female,2012,2011
20998,99,98,Highers (Scotland),OAS,0.0,Female,2012,2011
20999,100,99,Highers (Scotland),OAS,0.0,Female,2012,2011
21000,1,0,International Baccalaureate,OAS,0.0,Male,2012,2011
21001,2,1,International Baccalaureate,OAS,0.0,Male,2012,2011
21002,3,2,International Baccalaureate,OAS,0.0,Male,2012,2011
21003,4,3,International Baccalaureate,OAS,0.0,Male,2012,2011
21004,5,4,International Baccalaureate,OAS,0.0,Male,2012,2011
21005,6,5,International Baccalaureate,OAS,0.0,Male,2012,2011
21006,7,6,International Baccalaureate,OAS,0.0,Male,2012,2011
21007,8,7,International Baccalaureate,OAS,0.0,Male,2012,2011
21008,9,8,International Baccalaureate,OAS,0.0,Male,2012,2011
21009,10,9,International Baccalaureate,OAS,0.0,Male,2012,2011
21010,11,10,International Baccalaureate,OAS,0.0,Male,2012,2011
21011,12,11,International Baccalaureate,OAS,0.0,Male,2012,2011
21012,13,12,International Baccalaureate,OAS,0.0,Male,2012,2011
21013,14,13,International Baccalaureate,OAS,0.0,Male,2012,2011
21014,15,14,International Baccalaureate,OAS,5.0,Male,2012,2011
21015,16,15,International Baccalaureate,OAS,3.894003915357025,Male,2012,2011
21016,17,16,International Baccalaureate,OAS,3.032653298563167,Male,2012,2011
21017,18,17,International Baccalaureate,OAS,2.3618327637050736,Male,2012,2011
21018,19,18,International Baccalaureate,OAS,1.839397205857212,Male,2012,2011
21019,20,19,International Baccalaureate,OAS,0.0,Male,2012,2011
21020,21,20,International Baccalaureate,OAS,0.0,Male,2012,2011
21021,22,21,International Baccalaureate,OAS,0.0,Male,2012,2011
21022,23,22,International Baccalaureate,OAS,0.0,Male,2012,2011
21023,24,23,International Baccalaureate,OAS,0.0,Male,2012,2011
21024,25,24,International Baccalaureate,OAS,0.0,Male,2012,2011
21025,26,25,International Baccalaureate,OAS,0.0,Male,2012,2011
21026,27,26,International Baccalaureate,OAS,0.0,Male,2012,2011
21027,28,27,International Baccalaureate,OAS,0.0,Male,2012,2011
21028,29,28,International Baccalaureate,OAS,0.0,Male,2012,2011
21029,30,29,International Baccalaureate,OAS,0.0,Male,2012,2011
21030,31,30,International Baccalaureate,OAS,0.0,Male,2012,2011
21031,32,31,International Baccalaureate,OAS,0.0,Male,2012,2011
21032,33,32,International Baccalaureate,OAS,0.0,Male,2012,2011
21033,34,33,International Baccalaureate,OAS,0.0,Male,2012,2011
21034,35,34,International Baccalaureate,OAS,0.0,Male,2012,2011
21035,36,35,International Baccalaureate,OAS,0.0,Male,2012,2011
21036,37,36,International Baccalaureate,OAS,0.0,Male,2012,2011
21037,38,37,International Baccalaureate,OAS,0.0,Male,2012,2011
21038,39,38,International Baccalaureate,OAS,0.0,Male,2012,2011
21039,40,39,International Baccalaureate,OAS,0.0,Male,2012,2011
21040,41,40,International Baccalaureate,OAS,0.0,Male,2012,2011
21041,42,41,International Baccalaureate,OAS,0.0,Male,2012,2011
21042,43,42,International Baccalaureate,OAS,0.0,Male,2012,2011
21043,44,43,International Baccalaureate,OAS,0.0,Male,2012,2011
21044,45,44,International Baccalaureate,OAS,0.0,Male,2012,2011
21045,46,45,International Baccalaureate,OAS,0.0,Male,2012,2011
21046,47,46,International Baccalaureate,OAS,0.0,Male,2012,2011
21047,48,47,International Baccalaureate,OAS,0.0,Male,2012,2011
21048,49,48,International Baccalaureate,OAS,0.0,Male,2012,2011
21049,50,49,International Baccalaureate,OAS,0.0,Male,2012,2011
21050,51,50,International Baccalaureate,OAS,0.0,Male,2012,2011
21051,52,51,International Baccalaureate,OAS,0.0,Male,2012,2011
21052,53,52,International Baccalaureate,OAS,0.0,Male,2012,2011
21053,54,53,International Baccalaureate,OAS,0.0,Male,2012,2011
21054,55,54,International Baccalaureate,OAS,0.0,Male,2012,2011
21055,56,55,International Baccalaureate,OAS,0.0,Male,2012,2011
21056,57,56,International Baccalaureate,OAS,0.0,Male,2012,2011
21057,58,57,International Baccalaureate,OAS,0.0,Male,2012,2011
21058,59,58,International Baccalaureate,OAS,0.0,Male,2012,2011
21059,60,59,International Baccalaureate,OAS,0.0,Male,2012,2011
21060,61,60,International Baccalaureate,OAS,0.0,Male,2012,2011
21061,62,61,International Baccalaureate,OAS,0.0,Male,2012,2011
21062,63,62,International Baccalaureate,OAS,0.0,Male,2012,2011
21063,64,63,International Baccalaureate,OAS,0.0,Male,2012,2011
21064,65,64,International Baccalaureate,OAS,0.0,Male,2012,2011
21065,66,65,International Baccalaureate,OAS,0.0,Male,2012,2011
21066,67,66,International Baccalaureate,OAS,0.0,Male,2012,2011
21067,68,67,International Baccalaureate,OAS,0.0,Male,2012,2011
21068,69,68,International Baccalaureate,OAS,0.0,Male,2012,2011
21069,70,69,International Baccalaureate,OAS,0.0,Male,2012,2011
21070,71,70,International Baccalaureate,OAS,0.0,Male,2012,2011
21071,72,71,International Baccalaureate,OAS,0.0,Male,2012,2011
21072,73,72,International Baccalaureate,OAS,0.0,Male,2012,2011
21073,74,73,International Baccalaureate,OAS,0.0,Male,2012,2011
21074,75,74,International Baccalaureate,OAS,0.0,Male,2012,2011
21075,76,75,International Baccalaureate,OAS,0.0,Male,2012,2011
21076,77,76,International Baccalaureate,OAS,0.0,Male,2012,2011
21077,78,77,International Baccalaureate,OAS,0.0,Male,2012,2011
21078,79,78,International Baccalaureate,OAS,0.0,Male,2012,2011
21079,80,79,International Baccalaureate,OAS,0.0,Male,2012,2011
21080,81,80,International Baccalaureate,OAS,0.0,Male,2012,2011
21081,82,81,International Baccalaureate,OAS,0.0,Male,2012,2011
21082,83,82,International Baccalaureate,OAS,0.0,Male,2012,2011
21083,84,83,International Baccalaureate,OAS,0.0,Male,2012,2011
21084,85,84,International Baccalaureate,OAS,0.0,Male,2012,2011
21085,86,85,International Baccalaureate,OAS,0.0,Male,2012,2011
21086,87,86,International Baccalaureate,OAS,0.0,Male,2012,2011
21087,88,87,International Baccalaureate,OAS,0.0,Male,2012,2011
21088,89,88,International Baccalaureate,OAS,0.0,Male,2012,2011
21089,90,89,International Baccalaureate,OAS,0.0,Male,2012,2011
21090,91,90,International Baccalaureate,OAS,0.0,Male,2012,2011
21091,92,91,International Baccalaureate,OAS,0.0,Male,2012,2011
21092,93,92,International Baccalaureate,OAS,0.0,Male,2012,2011
21093,94,93,International Baccalaureate,OAS,0.0,Male,2012,2011
21094,95,94,International Baccalaureate,OAS,0.0,Male,2012,2011
21095,96,95,International Baccalaureate,OAS,0.0,Male,2012,2011
21096,97,96,International Baccalaureate,OAS,0.0,Male,2012,2011
21097,98,97,International Baccalaureate,OAS,0.0,Male,2012,2011
21098,99,98,International Baccalaureate,OAS,0.0,Male,2012,2011
21099,100,99,International Baccalaureate,OAS,0.0,Male,2012,2011
21100,1,0,International Baccalaureate,OAS,0.0,Female,2012,2011
21101,2,1,International Baccalaureate,OAS,0.0,Female,2012,2011
21102,3,2,International Baccalaureate,OAS,0.0,Female,2012,2011
21103,4,3,International Baccalaureate,OAS,0.0,Female,2012,2011
21104,5,4,International Baccalaureate,OAS,0.0,Female,2012,2011
21105,6,5,International Baccalaureate,OAS,0.0,Female,2012,2011
21106,7,6,International Baccalaureate,OAS,0.0,Female,2012,2011
21107,8,7,International Baccalaureate,OAS,0.0,Female,2012,2011
21108,9,8,International Baccalaureate,OAS,0.0,Female,2012,2011
21109,10,9,International Baccalaureate,OAS,0.0,Female,2012,2011
21110,11,10,International Baccalaureate,OAS,0.0,Female,2012,2011
21111,12,11,International Baccalaureate,OAS,0.0,Female,2012,2011
21112,13,12,International Baccalaureate,OAS,0.0,Female,2012,2011
21113,14,13,International Baccalaureate,OAS,0.0,Female,2012,2011
21114,15,14,International Baccalaureate,OAS,0.0,Female,2012,2011
21115,16,15,International Baccalaureate,OAS,5.0,Female,2012,2011
21116,17,16,International Baccalaureate,OAS,3.894003915357025,Female,2012,2011
21117,18,17,International Baccalaureate,OAS,3.032653298563167,Female,2012,2011
21118,19,18,International Baccalaureate,OAS,2.3618327637050736,Female,2012,2011
21119,20,19,International Baccalaureate,OAS,1.839397205857212,Female,2012,2011
21120,21,20,International Baccalaureate,OAS,0.0,Female,2012,2011
21121,22,21,International Baccalaureate,OAS,0.0,Female,2012,2011
21122,23,22,International Baccalaureate,OAS,0.0,Female,2012,2011
21123,24,23,International Baccalaureate,OAS,0.0,Female,2012,2011
21124,25,24,International Baccalaureate,OAS,0.0,Female,2012,2011
21125,26,25,International Baccalaureate,OAS,0.0,Female,2012,2011
21126,27,26,International Baccalaureate,OAS,0.0,Female,2012,2011
21127,28,27,International Baccalaureate,OAS,0.0,Female,2012,2011
21128,29,28,International Baccalaureate,OAS,0.0,Female,2012,2011
21129,30,29,International Baccalaureate,OAS,0.0,Female,2012,2011
21130,31,30,International Baccalaureate,OAS,0.0,Female,2012,2011
21131,32,31,International Baccalaureate,OAS,0.0,Female,2012,2011
21132,33,32,International Baccalaureate,OAS,0.0,Female,2012,2011
21133,34,33,International Baccalaureate,OAS,0.0,Female,2012,2011
21134,35,34,International Baccalaureate,OAS,0.0,Female,2012,2011
21135,36,35,International Baccalaureate,OAS,0.0,Female,2012,2011
21136,37,36,International Baccalaureate,OAS,0.0,Female,2012,2011
21137,38,37,International Baccalaureate,OAS,0.0,Female,2012,2011
21138,39,38,International Baccalaureate,OAS,0.0,Female,2012,2011
21139,40,39,International Baccalaureate,OAS,0.0,Female,2012,2011
21140,41,40,International Baccalaureate,OAS,0.0,Female,2012,2011
21141,42,41,International Baccalaureate,OAS,0.0,Female,2012,2011
21142,43,42,International Baccalaureate,OAS,0.0,Female,2012,2011
21143,44,43,International Baccalaureate,OAS,0.0,Female,2012,2011
21144,45,44,International Baccalaureate,OAS,0.0,Female,2012,2011
21145,46,45,International Baccalaureate,OAS,0.0,Female,2012,2011
21146,47,46,International Baccalaureate,OAS,0.0,Female,2012,2011
21147,48,47,International Baccalaureate,OAS,0.0,Female,2012,2011
21148,49,48,International Baccalaureate,OAS,0.0,Female,2012,2011
21149,50,49,International Baccalaureate,OAS,0.0,Female,2012,2011
21150,51,50,International Baccalaureate,OAS,0.0,Female,2012,2011
21151,52,51,International Baccalaureate,OAS,0.0,Female,2012,2011
21152,53,52,International Baccalaureate,OAS,0.0,Female,2012,2011
21153,54,53,International Baccalaureate,OAS,0.0,Female,2012,2011
21154,55,54,International Baccalaureate,OAS,0.0,Female,2012,2011
21155,56,55,International Baccalaureate,OAS,0.0,Female,2012,2011
21156,57,56,International Baccalaureate,OAS,0.0,Female,2012,2011
21157,58,57,International Baccalaureate,OAS,0.0,Female,2012,2011
21158,59,58,International Baccalaureate,OAS,0.0,Female,2012,2011
21159,60,59,International Baccalaureate,OAS,0.0,Female,2012,2011
21160,61,60,International Baccalaureate,OAS,0.0,Female,2012,2011
21161,62,61,International Baccalaureate,OAS,0.0,Female,2012,2011
21162,63,62,International Baccalaureate,OAS,0.0,Female,2012,2011
21163,64,63,International Baccalaureate,OAS,0.0,Female,2012,2011
21164,65,64,International Baccalaureate,OAS,0.0,Female,2012,2011
21165,66,65,International Baccalaureate,OAS,0.0,Female,2012,2011
21166,67,66,International Baccalaureate,OAS,0.0,Female,2012,2011
21167,68,67,International Baccalaureate,OAS,0.0,Female,2012,2011
21168,69,68,International Baccalaureate,OAS,0.0,Female,2012,2011
21169,70,69,International Baccalaureate,OAS,0.0,Female,2012,2011
21170,71,70,International Baccalaureate,OAS,0.0,Female,2012,2011
21171,72,71,International Baccalaureate,OAS,0.0,Female,2012,2011
21172,73,72,International Baccalaureate,OAS,0.0,Female,2012,2011
21173,74,73,International Baccalaureate,OAS,0.0,Female,2012,2011
21174,75,74,International Baccalaureate,OAS,0.0,Female,2012,2011
21175,76,75,International Baccalaureate,OAS,0.0,Female,2012,2011
21176,77,76,International Baccalaureate,OAS,0.0,Female,2012,2011
21177,78,77,International Baccalaureate,OAS,0.0,Female,2012,2011
21178,79,78,International Baccalaureate,OAS,0.0,Female,2012,2011
21179,80,79,International Baccalaureate,OAS,0.0,Female,2012,2011
21180,81,80,International Baccalaureate,OAS,0.0,Female,2012,2011
21181,82,81,International Baccalaureate,OAS,0.0,Female,2012,2011
21182,83,82,International Baccalaureate,OAS,0.0,Female,2012,2011
21183,84,83,International Baccalaureate,OAS,0.0,Female,2012,2011
21184,85,84,International Baccalaureate,OAS,0.0,Female,2012,2011
21185,86,85,International Baccalaureate,OAS,0.0,Female,2012,2011
21186,87,86,International Baccalaureate,OAS,0.0,Female,2012,2011
21187,88,87,International Baccalaureate,OAS,0.0,Female,2012,2011
21188,89,88,International Baccalaureate,OAS,0.0,Female,2012,2011
21189,90,89,International Baccalaureate,OAS,0.0,Female,2012,2011
21190,91,90,International Baccalaureate,OAS,0.0,Female,2012,2011
21191,92,91,International Baccalaureate,OAS,0.0,Female,2012,2011
21192,93,92,International Baccalaureate,OAS,0.0,Female,2012,2011
21193,94,93,International Baccalaureate,OAS,0.0,Female,2012,2011
21194,95,94,International Baccalaureate,OAS,0.0,Female,2012,2011
21195,96,95,International Baccalaureate,OAS,0.0,Female,2012,2011
21196,97,96,International Baccalaureate,OAS,0.0,Female,2012,2011
21197,98,97,International Baccalaureate,OAS,0.0,Female,2012,2011
21198,99,98,International Baccalaureate,OAS,0.0,Female,2012,2011
21199,100,99,International Baccalaureate,OAS,0.0,Female,2012,2011
21200,1,0,Less than GCSE,OAS,0.0,Male,2012,2011
21201,2,1,Less than GCSE,OAS,0.0,Male,2012,2011
21202,3,2,Less than GCSE,OAS,0.0,Male,2012,2011
21203,4,3,Less than GCSE,OAS,0.0,Male,2012,2011
21204,5,4,Less than GCSE,OAS,0.0,Male,2012,2011
21205,6,5,Less than GCSE,OAS,0.0,Male,2012,2011
21206,7,6,Less than GCSE,OAS,0.0,Male,2012,2011
21207,8,7,Less than GCSE,OAS,0.0,Male,2012,2011
21208,9,8,Less than GCSE,OAS,0.0,Male,2012,2011
21209,10,9,Less than GCSE,OAS,0.0,Male,2012,2011
21210,11,10,Less than GCSE,OAS,0.0,Male,2012,2011
21211,12,11,Less than GCSE,OAS,0.0,Male,2012,2011
21212,13,12,Less than GCSE,OAS,0.0,Male,2012,2011
21213,14,13,Less than GCSE,OAS,0.0,Male,2012,2011
21214,15,14,Less than GCSE,OAS,0.0,Male,2012,2011
21215,16,15,Less than GCSE,OAS,0.0,Male,2012,2011
21216,17,16,Less than GCSE,OAS,0.0,Male,2012,2011
21217,18,17,Less than GCSE,OAS,0.0,Male,2012,2011
21218,19,18,Less than GCSE,OAS,0.0,Male,2012,2011
21219,20,19,Less than GCSE,OAS,0.0,Male,2012,2011
21220,21,20,Less than GCSE,OAS,0.0,Male,2012,2011
21221,22,21,Less than GCSE,OAS,0.0,Male,2012,2011
21222,23,22,Less than GCSE,OAS,0.0,Male,2012,2011
21223,24,23,Less than GCSE,OAS,0.0,Male,2012,2011
21224,25,24,Less than GCSE,OAS,0.0,Male,2012,2011
21225,26,25,Less than GCSE,OAS,0.0,Male,2012,2011
21226,27,26,Less than GCSE,OAS,0.0,Male,2012,2011
21227,28,27,Less than GCSE,OAS,0.0,Male,2012,2011
21228,29,28,Less than GCSE,OAS,0.0,Male,2012,2011
21229,30,29,Less than GCSE,OAS,0.0,Male,2012,2011
21230,31,30,Less than GCSE,OAS,0.0,Male,2012,2011
21231,32,31,Less than GCSE,OAS,0.0,Male,2012,2011
21232,33,32,Less than GCSE,OAS,0.0,Male,2012,2011
21233,34,33,Less than GCSE,OAS,0.0,Male,2012,2011
21234,35,34,Less than GCSE,OAS,0.0,Male,2012,2011
21235,36,35,Less than GCSE,OAS,0.0,Male,2012,2011
21236,37,36,Less than GCSE,OAS,0.0,Male,2012,2011
21237,38,37,Less than GCSE,OAS,0.0,Male,2012,2011
21238,39,38,Less than GCSE,OAS,0.0,Male,2012,2011
21239,40,39,Less than GCSE,OAS,0.0,Male,2012,2011
21240,41,40,Less than GCSE,OAS,0.0,Male,2012,2011
21241,42,41,Less than GCSE,OAS,0.0,Male,2012,2011
21242,43,42,Less than GCSE,OAS,0.0,Male,2012,2011
21243,44,43,Less than GCSE,OAS,0.0,Male,2012,2011
21244,45,44,Less than GCSE,OAS,0.0,Male,2012,2011
21245,46,45,Less than GCSE,OAS,0.0,Male,2012,2011
21246,47,46,Less than GCSE,OAS,0.0,Male,2012,2011
21247,48,47,Less than GCSE,OAS,0.0,Male,2012,2011
21248,49,48,Less than GCSE,OAS,0.0,Male,2012,2011
21249,50,49,Less than GCSE,OAS,0.0,Male,2012,2011
21250,51,50,Less than GCSE,OAS,0.0,Male,2012,2011
21251,52,51,Less than GCSE,OAS,0.0,Male,2012,2011
21252,53,52,Less than GCSE,OAS,0.0,Male,2012,2011
21253,54,53,Less than GCSE,OAS,0.0,Male,2012,2011
21254,55,54,Less than GCSE,OAS,0.0,Male,2012,2011
21255,56,55,Less than GCSE,OAS,0.0,Male,2012,2011
21256,57,56,Less than GCSE,OAS,0.0,Male,2012,2011
21257,58,57,Less than GCSE,OAS,0.0,Male,2012,2011
21258,59,58,Less than GCSE,OAS,0.0,Male,2012,2011
21259,60,59,Less than GCSE,OAS,0.0,Male,2012,2011
21260,61,60,Less than GCSE,OAS,0.0,Male,2012,2011
21261,62,61,Less than GCSE,OAS,0.0,Male,2012,2011
21262,63,62,Less than GCSE,OAS,0.0,Male,2012,2011
21263,64,63,Less than GCSE,OAS,0.0,Male,2012,2011
21264,65,64,Less than GCSE,OAS,0.0,Male,2012,2011
21265,66,65,Less than GCSE,OAS,0.0,Male,2012,2011
21266,67,66,Less than GCSE,OAS,0.0,Male,2012,2011
21267,68,67,Less than GCSE,OAS,0.0,Male,2012,2011
21268,69,68,Less than GCSE,OAS,0.0,Male,2012,2011
21269,70,69,Less than GCSE,OAS,0.0,Male,2012,2011
21270,71,70,Less than GCSE,OAS,0.0,Male,2012,2011
21271,72,71,Less than GCSE,OAS,0.0,Male,2012,2011
21272,73,72,Less than GCSE,OAS,0.0,Male,2012,2011
21273,74,73,Less than GCSE,OAS,0.0,Male,2012,2011
21274,75,74,Less than GCSE,OAS,0.0,Male,2012,2011
21275,76,75,Less than GCSE,OAS,0.0,Male,2012,2011
21276,77,76,Less than GCSE,OAS,0.0,Male,2012,2011
21277,78,77,Less than GCSE,OAS,0.0,Male,2012,2011
21278,79,78,Less than GCSE,OAS,0.0,Male,2012,2011
21279,80,79,Less than GCSE,OAS,0.0,Male,2012,2011
21280,81,80,Less than GCSE,OAS,0.0,Male,2012,2011
21281,82,81,Less than GCSE,OAS,0.0,Male,2012,2011
21282,83,82,Less than GCSE,OAS,0.0,Male,2012,2011
21283,84,83,Less than GCSE,OAS,0.0,Male,2012,2011
21284,85,84,Less than GCSE,OAS,0.0,Male,2012,2011
21285,86,85,Less than GCSE,OAS,0.0,Male,2012,2011
21286,87,86,Less than GCSE,OAS,0.0,Male,2012,2011
21287,88,87,Less than GCSE,OAS,0.0,Male,2012,2011
21288,89,88,Less than GCSE,OAS,0.0,Male,2012,2011
21289,90,89,Less than GCSE,OAS,0.0,Male,2012,2011
21290,91,90,Less than GCSE,OAS,0.0,Male,2012,2011
21291,92,91,Less than GCSE,OAS,0.0,Male,2012,2011
21292,93,92,Less than GCSE,OAS,0.0,Male,2012,2011
21293,94,93,Less than GCSE,OAS,0.0,Male,2012,2011
21294,95,94,Less than GCSE,OAS,0.0,Male,2012,2011
21295,96,95,Less than GCSE,OAS,0.0,Male,2012,2011
21296,97,96,Less than GCSE,OAS,0.0,Male,2012,2011
