SA11CD,OAC11CD,OAC11NM,LSOA11CD,LSOA11NM,SOAC11CD,SOAC11NM,LAD18CD,LAD18NM,LACCD,LACNM,RGN11CD,RGN11NM,CTRY11CD,CTRY11NM,FID
N00002947,8d3,Hard-Pressed European Settlers,95PP06S1,Castlecoole 1,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2541
N00002948,6a3,Detached Retirement Living,95PP06S2,Castlecoole 2,2a,Ageing rural neighbourhoods,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2542
N00002949,1b1,Rural Life,95PP06S2,Castlecoole 2,2a,Ageing rural neighbourhoods,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2543
N00002950,5b2,Communal Retirement,95PP06S2,Castlecoole 2,2a,Ageing rural neighbourhoods,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2544
N00002951,1b3,Ageing Rural Flat Tenants,95PP06S2,Castlecoole 2,2a,Ageing rural neighbourhoods,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2545
N00001752,6a3,Detached Retirement Living,95II01S1,Ballyhanwood 1,8c,Comfortable suburbia,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2546
N00002977,1a1,Rural Workers and Families,95PP10W1,Donagh,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2547
N00002952,6a4,Ageing in Suburbia,95PP06S2,Castlecoole 2,2a,Ageing rural neighbourhoods,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2548
N00002953,5b3,Self-Sufficient Retirement,95PP06S2,Castlecoole 2,2a,Ageing rural neighbourhoods,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2549
N00002954,1c3,Detached Rural Retirement,95PP07W1,Derrygonnelly,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2550
N00002955,1a1,Rural Workers and Families,95PP07W1,Derrygonnelly,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2551
N00002956,1c1,Rural Employment and Retirees,95PP07W1,Derrygonnelly,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2552
N00002957,8a1,Industrious Transitions,95PP07W1,Derrygonnelly,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2553
N00002958,1a1,Rural Workers and Families,95PP07W1,Derrygonnelly,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2554
N00002959,1a1,Rural Workers and Families,95PP07W1,Derrygonnelly,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2555
N00002960,1a1,Rural Workers and Families,95PP08W1,Derrylin,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2556
N00002961,1a1,Rural Workers and Families,95PP08W1,Derrylin,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2557
N00002962,8a1,Industrious Transitions,95PP08W1,Derrylin,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2558
N00002963,1a1,Rural Workers and Families,95PP08W1,Derrylin,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2559
N00002964,1a1,Rural Workers and Families,95PP08W1,Derrylin,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2560
N00002965,1a1,Rural Workers and Families,95PP08W1,Derrylin,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2561
N00002966,1a1,Rural Workers and Families,95PP08W1,Derrylin,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2562
N00002967,8d3,Hard-Pressed European Settlers,95PP09W1,Devenish,4b,Constrained renters,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2563
N00002968,8d3,Hard-Pressed European Settlers,95PP09W1,Devenish,4b,Constrained renters,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2564
N00002969,7a1,Transitional Eastern European Neighbourhoods,95PP09W1,Devenish,4b,Constrained renters,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2565
N00002970,7a1,Transitional Eastern European Neighbourhoods,95PP09W1,Devenish,4b,Constrained renters,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2566
N00002971,5b2,Communal Retirement,95PP09W1,Devenish,4b,Constrained renters,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2567
N00004394,7a1,Transitional Eastern European Neighbourhoods,95YY11W1,Fintona,2d,Rural traits,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2568
N00004345,5b2,Communal Retirement,95YY02W1,Camowen,5a,Ageing urban communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2569
N00004500,7a2,Hampered Aspiration,95ZZ10W1,North,5e,Primary sector workers,N09000005,Derry and Strabane,6a2r,Mining Legacy,N92000002,Northern Ireland,N92000002,Northern Ireland,2570
N00002978,1a1,Rural Workers and Families,95PP10W1,Donagh,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2571
N00002979,8a1,Industrious Transitions,95PP11W1,Erne,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2572
N00002980,5b2,Communal Retirement,95PP11W1,Erne,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2573
N00002981,5b3,Self-Sufficient Retirement,95PP11W1,Erne,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2574
N00002982,5b2,Communal Retirement,95PP11W1,Erne,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2575
N00002983,1b1,Rural Life,95PP11W1,Erne,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2576
N00002984,8d3,Hard-Pressed European Settlers,95PP11W1,Erne,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2577
N00002985,8d3,Hard-Pressed European Settlers,95PP11W1,Erne,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2578
N00002986,8a1,Industrious Transitions,95PP11W1,Erne,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2579
N00002987,1a1,Rural Workers and Families,95PP12W1,Florence Court and Kinawley,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2580
N00002988,1a1,Rural Workers and Families,95PP12W1,Florence Court and Kinawley,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2581
N00002989,1c3,Detached Rural Retirement,95PP12W1,Florence Court and Kinawley,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2582
N00002990,1a1,Rural Workers and Families,95PP12W1,Florence Court and Kinawley,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2583
N00002991,1a1,Rural Workers and Families,95PP12W1,Florence Court and Kinawley,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2584
N00002992,1a1,Rural Workers and Families,95PP12W1,Florence Court and Kinawley,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2585
N00002993,8d3,Hard-Pressed European Settlers,95PP13W1,Irvinestown,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2586
N00001753,8a1,Industrious Transitions,95II01S1,Ballyhanwood 1,8c,Comfortable suburbia,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2587
N00002994,1b1,Rural Life,95PP13W1,Irvinestown,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2588
N00002995,1b1,Rural Life,95PP13W1,Irvinestown,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2589
N00002996,7a2,Hampered Aspiration,95PP13W1,Irvinestown,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2590
N00002997,8a2,Industrious Hardship,95PP13W1,Irvinestown,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2591
N00002998,8a1,Industrious Transitions,95PP13W1,Irvinestown,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2592
N00002999,8c2,Ageing Rural Industry Workers,95PP13W1,Irvinestown,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2593
N00003000,1a1,Rural Workers and Families,95PP14S1,Kesh Ederney and Lack 1,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2594
N00003001,1a3,Agricultural Communities,95PP14S1,Kesh Ederney and Lack 1,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2595
N00003002,1b3,Ageing Rural Flat Tenants,95PP14S1,Kesh Ederney and Lack 1,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2596
N00003003,1b1,Rural Life,95PP14S2,Kesh Ederney and Lack 2,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2597
N00003004,1c2,Renting Rural Retirement,95PP14S2,Kesh Ederney and Lack 2,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2598
N00003005,1a1,Rural Workers and Families,95PP14S2,Kesh Ederney and Lack 2,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2599
N00003006,1a1,Rural Workers and Families,95PP15W1,Lisbellaw,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2600
N00003007,1a1,Rural Workers and Families,95PP15W1,Lisbellaw,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2601
N00003008,1b1,Rural Life,95PP15W1,Lisbellaw,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2602
N00003009,1a1,Rural Workers and Families,95PP15W1,Lisbellaw,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2603
N00003010,1b1,Rural Life,95PP15W1,Lisbellaw,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2604
N00003011,1b1,Rural Life,95PP15W1,Lisbellaw,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2605
N00004395,8a1,Industrious Transitions,95YY11W1,Fintona,2d,Rural traits,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2606
N00004346,8c2,Ageing Rural Industry Workers,95YY02W1,Camowen,5a,Ageing urban communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2607
N00004501,1a1,Rural Workers and Families,95ZZ11W1,Plumbridge,2c,Remoter communities,N09000005,Derry and Strabane,6a2r,Mining Legacy,N92000002,Northern Ireland,N92000002,Northern Ireland,2608
N00003012,1a1,Rural Workers and Families,95PP15W1,Lisbellaw,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2609
N00003013,1a1,Rural Workers and Families,95PP16W1,Lisnarrick,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2610
N00003014,1c3,Detached Rural Retirement,95PP16W1,Lisnarrick,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2611
N00003015,1a1,Rural Workers and Families,95PP16W1,Lisnarrick,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2612
N00003016,1a1,Rural Workers and Families,95PP16W1,Lisnarrick,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2613
N00003017,1a2,Established Farming Communities,95PP16W1,Lisnarrick,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2614
N00003018,5b3,Self-Sufficient Retirement,95PP17W1,Lisnaskea,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2615
N00003019,8d3,Hard-Pressed European Settlers,95PP17W1,Lisnaskea,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2616
N00003020,1c2,Renting Rural Retirement,95PP17W1,Lisnaskea,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2617
N00003021,1b1,Rural Life,95PP17W1,Lisnaskea,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2618
N00001754,6b2,White Suburban Communities,95II01S1,Ballyhanwood 1,8c,Comfortable suburbia,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2619
N00004347,1a1,Rural Workers and Families,95YY02W1,Camowen,5a,Ageing urban communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2620
N00001755,1a2,Established Farming Communities,95II01S2,Ballyhanwood 2,8b,Ageing suburbanites,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2621
N00004348,8a2,Industrious Hardship,95YY02W1,Camowen,5a,Ageing urban communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2622
N00001756,6a3,Detached Retirement Living,95II01S2,Ballyhanwood 2,8b,Ageing suburbanites,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2623
N00004349,8d3,Hard-Pressed European Settlers,95YY02W1,Camowen,5a,Ageing urban communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2624
N00004502,1a1,Rural Workers and Families,95ZZ11W1,Plumbridge,2c,Remoter communities,N09000005,Derry and Strabane,6a2r,Mining Legacy,N92000002,Northern Ireland,N92000002,Northern Ireland,2625
N00004396,1a1,Rural Workers and Families,95YY11W1,Fintona,2d,Rural traits,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2626
N00001757,5b1,Delayed Retirement,95II01S2,Ballyhanwood 2,8b,Ageing suburbanites,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2627
N00004350,1a1,Rural Workers and Families,95YY03W1,Clanabogan,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2628
N00004503,1a1,Rural Workers and Families,95ZZ11W1,Plumbridge,2c,Remoter communities,N09000005,Derry and Strabane,6a2r,Mining Legacy,N92000002,Northern Ireland,N92000002,Northern Ireland,2629
N00004397,1b3,Ageing Rural Flat Tenants,95YY12W1,Gortin,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2630
N00001758,6b3,Semi-Detached Ageing,95II01S2,Ballyhanwood 2,8b,Ageing suburbanites,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2631
N00004398,1a1,Rural Workers and Families,95YY12W1,Gortin,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2632
N00004504,1b3,Ageing Rural Flat Tenants,95ZZ11W1,Plumbridge,2c,Remoter communities,N09000005,Derry and Strabane,6a2r,Mining Legacy,N92000002,Northern Ireland,N92000002,Northern Ireland,2633
N00004351,1a1,Rural Workers and Families,95YY03W1,Clanabogan,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2634
N00001760,6b4,Older Workers and Retirement,95II02S1,Beechill 1,8a,Affluent communities,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2635
N00004399,1a1,Rural Workers and Families,95YY12W1,Gortin,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2636
N00004400,1a1,Rural Workers and Families,95YY12W1,Gortin,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2637
N00004401,1b3,Ageing Rural Flat Tenants,95YY12W1,Gortin,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2638
N00004402,8c2,Ageing Rural Industry Workers,95YY13S1,Gortrush 1,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2639
N00004403,6b2,White Suburban Communities,95YY13S1,Gortrush 1,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2640
N00004404,8c2,Ageing Rural Industry Workers,95YY13S2,Gortrush 2,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2641
N00004405,8c2,Ageing Rural Industry Workers,95YY13S2,Gortrush 2,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2642
N00004406,8c2,Ageing Rural Industry Workers,95YY14S1,Killyclogher 1,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2643
N00004407,1b1,Rural Life,95YY14S1,Killyclogher 1,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2644
N00004408,1b1,Rural Life,95YY14S1,Killyclogher 1,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2645
N00004409,6b2,White Suburban Communities,95YY14S1,Killyclogher 1,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2646
N00004410,6b2,White Suburban Communities,95YY14S2,Killyclogher 2,5d,Endeavouring social renters,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2647
N00004411,6b3,Semi-Detached Ageing,95YY14S2,Killyclogher 2,5d,Endeavouring social renters,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2648
N00004412,8a1,Industrious Transitions,95YY14S2,Killyclogher 2,5d,Endeavouring social renters,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2649
N00004413,7c3,Outer City Hardship,95YY15S1,Lisanelly 1,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2650
N00004414,5b3,Self-Sufficient Retirement,95YY15S1,Lisanelly 1,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2651
N00004415,8d3,Hard-Pressed European Settlers,95YY15S2,Lisanelly 2,4b,Constrained renters,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2652
N00004416,8d3,Hard-Pressed European Settlers,95YY15S2,Lisanelly 2,4b,Constrained renters,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2653
N00004417,1a1,Rural Workers and Families,95YY16W1,Newtownsaville,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2654
N00004418,1a1,Rural Workers and Families,95YY16W1,Newtownsaville,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2655
N00004419,1a1,Rural Workers and Families,95YY16W1,Newtownsaville,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2656
N00004420,1a1,Rural Workers and Families,95YY16W1,Newtownsaville,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2657
N00004421,1a1,Rural Workers and Families,95YY16W1,Newtownsaville,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2658
N00004422,1a1,Rural Workers and Families,95YY17W1,Owenkillew,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2659
N00004423,1a1,Rural Workers and Families,95YY17W1,Owenkillew,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2660
N00004424,1b1,Rural Life,95YY17W1,Owenkillew,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2661
N00004425,1b1,Rural Life,95YY17W1,Owenkillew,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2662
N00004426,1a1,Rural Workers and Families,95YY17W1,Owenkillew,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2663
N00004427,1b3,Ageing Rural Flat Tenants,95YY18W1,Sixmilecross,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2664
N00004428,1a1,Rural Workers and Families,95YY18W1,Sixmilecross,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2665
N00004429,1a1,Rural Workers and Families,95YY18W1,Sixmilecross,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2666
N00004430,1a1,Rural Workers and Families,95YY18W1,Sixmilecross,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2667
N00004431,1a1,Rural Workers and Families,95YY18W1,Sixmilecross,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2668
